,S Uri,Song,A Uri,Artist,Genre,Song Pop,Artist Pop,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Type,Id,Uri,Track_href,Analysis_url,Time_signature,Artist_pop,Genres,Track_pop,Duration_ms
4841,5lJ4AQwY9wl8pLt9caq2iv,"Now We Are Free (From ""Gladiator"") [Main Theme]",2zYmFMkDco03qam6Nx4uir,Frozen Silence,['commons'],0,44,0.457,0.0118,6,-30.141,0,0.0367,0.99,0.952,0.0984,0.124,65.03,audio_features,5lJ4AQwY9wl8pLt9caq2iv,spotify:track:5lJ4AQwY9wl8pLt9caq2iv,https://api.spotify.com/v1/tracks/5lJ4AQwY9wl8pLt9caq2iv,https://api.spotify.com/v1/audio-analysis/5lJ4AQwY9wl8pLt9caq2iv,4,NaN,NaN,NaN,221172
4842,0Ll66f76kiRXGuZAkrAgb8,Aeon (feat. Juliet Lyons),0I1E6yZfJF32EmXZEMa6Xq,Nick Murray,['epicore'],38,28,0.329,0.449,0,-13.471,1,0.0362,0.152,0.878,0.0796,0.0562,138.949,audio_features,0Ll66f76kiRXGuZAkrAgb8,spotify:track:0Ll66f76kiRXGuZAkrAgb8,https://api.spotify.com/v1/tracks/0Ll66f76kiRXGuZAkrAgb8,https://api.spotify.com/v1/audio-analysis/0Ll66f76kiRXGuZAkrAgb8,3,NaN,NaN,NaN,198754
4843,7925XkbGxCdaj8CRht1pJt,Sonoran,49GY4uPAwdlk5lSGtfKWYl,MJ Cole,"['bass house', 'speed garage', 'uk funky', 'uk garage']",42,49,0.193,0.17,9,-18.96,0,0.0342,0.964,0.919,0.0944,0.0901,76.874,audio_features,7925XkbGxCdaj8CRht1pJt,spotify:track:7925XkbGxCdaj8CRht1pJt,https://api.spotify.com/v1/tracks/7925XkbGxCdaj8CRht1pJt,https://api.spotify.com/v1/audio-analysis/7925XkbGxCdaj8CRht1pJt,3,NaN,NaN,NaN,249760
4844,4Gh4TVBzh5wxwx9UFPrwqX,Passage to Eden,3C6hf9ZIza3e2f2Q3XwfcO,Iván Torrent,['epicore'],39,43,0.0804,0.0863,8,-16.872,1,0.0405,0.797,0.951,0.0664,0.0352,83.384,audio_features,4Gh4TVBzh5wxwx9UFPrwqX,spotify:track:4Gh4TVBzh5wxwx9UFPrwqX,https://api.spotify.com/v1/tracks/4Gh4TVBzh5wxwx9UFPrwqX,https://api.spotify.com/v1/audio-analysis/4Gh4TVBzh5wxwx9UFPrwqX,3,NaN,NaN,NaN,268031
4845,4IN7bUpWPoMaOoVoVCWkWs,Princess Leia's Theme,2leLOUpqlp2g65Guf8IqEv,Laura Sullivan,"['new age', 'new age piano', 'sleep']",37,50,0.479,0.0899,7,-19.175,0,0.0487,0.989,0.914,0.128,0.0794,115.623,audio_features,4IN7bUpWPoMaOoVoVCWkWs,spotify:track:4IN7bUpWPoMaOoVoVCWkWs,https://api.spotify.com/v1/tracks/4IN7bUpWPoMaOoVoVCWkWs,https://api.spotify.com/v1/audio-analysis/4IN7bUpWPoMaOoVoVCWkWs,4,NaN,NaN,NaN,157050
4846,38EJMzpDTDHxTNjk4d1TWK,Suspicion,5ZJlaXaFNMdz0VsZyzPNjD,Sherwood Roberts,[],40,31,0.343,0.265,4,-15.692,0,0.0346,0.949,0.914,0.114,0.101,133.929,audio_features,38EJMzpDTDHxTNjk4d1TWK,spotify:track:38EJMzpDTDHxTNjk4d1TWK,https://api.spotify.com/v1/tracks/38EJMzpDTDHxTNjk4d1TWK,https://api.spotify.com/v1/audio-analysis/38EJMzpDTDHxTNjk4d1TWK,4,NaN,NaN,NaN,177500
4847,2008wNmIwpRx0RBd5HUis7,Lovely Moon,1W9M2kXXXrRLg4yWOmvNI6,Salvatore Lo Presti,[],21,26,0.363,0.0184,3,-27.651,0,0.0471,0.994,0.938,0.104,0.222,141.383,audio_features,2008wNmIwpRx0RBd5HUis7,spotify:track:2008wNmIwpRx0RBd5HUis7,https://api.spotify.com/v1/tracks/2008wNmIwpRx0RBd5HUis7,https://api.spotify.com/v1/audio-analysis/2008wNmIwpRx0RBd5HUis7,4,NaN,NaN,NaN,172000
4848,01BJeWt7HQcuZfuCWOFpYv,Empyrean (Remastered),54Nc4fNhCbrKoouLdouBNP,Helen Keeling-Marston,[],12,31,0.202,0.169,7,-15.408,0,0.0345,0.776,0.885,0.112,0.118,60.303,audio_features,01BJeWt7HQcuZfuCWOFpYv,spotify:track:01BJeWt7HQcuZfuCWOFpYv,https://api.spotify.com/v1/tracks/01BJeWt7HQcuZfuCWOFpYv,https://api.spotify.com/v1/audio-analysis/01BJeWt7HQcuZfuCWOFpYv,4,NaN,NaN,NaN,179545
4849,42HVD6SpPhX7yUrtp8vKwX,"Undimmed by Time, Unbound by Death",63MQldklfxkjYDoUE4Tppz,M83,"['french shoegaze', 'french synthpop', 'indietronica', 'metropopolis', 'neo-synthpop']",41,68,0.0591,0.0283,8,-27.94,1,0.0497,0.971,0.948,0.0695,0.0329,64.19,audio_features,42HVD6SpPhX7yUrtp8vKwX,spotify:track:42HVD6SpPhX7yUrtp8vKwX,https://api.spotify.com/v1/tracks/42HVD6SpPhX7yUrtp8vKwX,https://api.spotify.com/v1/audio-analysis/42HVD6SpPhX7yUrtp8vKwX,5,NaN,NaN,NaN,146573
4850,6TXjm95ccVAvzv6QeW1Z1j,Fearful Odds,63MQldklfxkjYDoUE4Tppz,M83,"['french shoegaze', 'french synthpop', 'indietronica', 'metropopolis', 'neo-synthpop']",43,68,0.398,0.388,5,-12.847,0,0.0362,0.421,0.911,0.111,0.0446,120.094,audio_features,6TXjm95ccVAvzv6QeW1Z1j,spotify:track:6TXjm95ccVAvzv6QeW1Z1j,https://api.spotify.com/v1/tracks/6TXjm95ccVAvzv6QeW1Z1j,https://api.spotify.com/v1/audio-analysis/6TXjm95ccVAvzv6QeW1Z1j,3,NaN,NaN,NaN,189766
4851,3UXgrPK7wtsBaJr1QKjz3G,Spectres in the Fog,0YC192cP3KPCRWx8zr8MfZ,Hans Zimmer,"['german soundtrack', 'orchestral soundtrack', 'soundtrack']",44,74,0.222,0.283,0,-19.307,0,0.0478,0.469,0.935,0.0878,0.0389,143.315,audio_features,3UXgrPK7wtsBaJr1QKjz3G,spotify:track:3UXgrPK7wtsBaJr1QKjz3G,https://api.spotify.com/v1/tracks/3UXgrPK7wtsBaJr1QKjz3G,https://api.spotify.com/v1/audio-analysis/3UXgrPK7wtsBaJr1QKjz3G,4,NaN,NaN,NaN,247507
4852,66kFFiegsj5CBw4IaA3NTm,"Main Title - From ""The Last Of The Mohicans""",5928hF4c1MriHfAgpFf8ya,Trevor Jones,"['classic soundtrack', 'scorecore', 'soundtrack']",33,49,0.0933,0.287,2,-15.178,0,0.0355,0.844,0.95,0.112,0.105,177.831,audio_features,66kFFiegsj5CBw4IaA3NTm,spotify:track:66kFFiegsj5CBw4IaA3NTm,https://api.spotify.com/v1/tracks/66kFFiegsj5CBw4IaA3NTm,https://api.spotify.com/v1/audio-analysis/66kFFiegsj5CBw4IaA3NTm,4,NaN,NaN,NaN,112306
4853,6aOKIrxDuI9oc2bP8jiA1v,The Last Of The Mohicans,7yxYzj8n7G6nPZDCYMyzd2,Mato Grosso,['andean flute'],0,25,0.41,0.323,2,-10.486,0,0.031,0.221,0.737,0.128,0.129,145.863,audio_features,6aOKIrxDuI9oc2bP8jiA1v,spotify:track:6aOKIrxDuI9oc2bP8jiA1v,https://api.spotify.com/v1/tracks/6aOKIrxDuI9oc2bP8jiA1v,https://api.spotify.com/v1/audio-analysis/6aOKIrxDuI9oc2bP8jiA1v,3,NaN,NaN,NaN,267227
4854,1RB5pPzhRw5WvvrNppQpTr,The Last Of The Mohicans,40jQ2r3Sji04Pao0JxWGEd,VioDance,"['classify', 'pop violin']",0,37,0.228,0.457,0,-10.821,1,0.048,0.604,0.778,0.104,0.197,94.181,audio_features,1RB5pPzhRw5WvvrNppQpTr,spotify:track:1RB5pPzhRw5WvvrNppQpTr,https://api.spotify.com/v1/tracks/1RB5pPzhRw5WvvrNppQpTr,https://api.spotify.com/v1/audio-analysis/1RB5pPzhRw5WvvrNppQpTr,4,NaN,NaN,NaN,210330
4855,3CY7jJcIqliG5a4d8gfB9S,The Other Side of Heaven,0ozLZIeeLiYJuD9xuNIjZu,Christian Davis,[],11,5,0.0856,0.337,7,-14.408,1,0.0374,0.249,0.869,0.163,0.0397,76.288,audio_features,3CY7jJcIqliG5a4d8gfB9S,spotify:track:3CY7jJcIqliG5a4d8gfB9S,https://api.spotify.com/v1/tracks/3CY7jJcIqliG5a4d8gfB9S,https://api.spotify.com/v1/audio-analysis/3CY7jJcIqliG5a4d8gfB9S,4,NaN,NaN,NaN,182403
4856,1htdwaPMAsZqQj8eeUCIjY,"The Burning Bush (From ""The Prince Of Egypt"")",4TkCMPznXOjlsYLfzIU1rw,Geek Music,[],14,60,0.18,0.122,10,-19.12,1,0.0375,0.913,0.949,0.166,0.0367,72.413,audio_features,1htdwaPMAsZqQj8eeUCIjY,spotify:track:1htdwaPMAsZqQj8eeUCIjY,https://api.spotify.com/v1/tracks/1htdwaPMAsZqQj8eeUCIjY,https://api.spotify.com/v1/audio-analysis/1htdwaPMAsZqQj8eeUCIjY,3,NaN,NaN,NaN,252049
4857,3sccxNIM2CZFN8d8Ial5eR,Sightless World,5XH1l6ObtoOBT3fZiRhNsF,Rooydad,[],16,26,0.158,0.225,8,-18.886,0,0.035,0.755,0.866,0.0797,0.102,107.679,audio_features,3sccxNIM2CZFN8d8Ial5eR,spotify:track:3sccxNIM2CZFN8d8Ial5eR,https://api.spotify.com/v1/tracks/3sccxNIM2CZFN8d8Ial5eR,https://api.spotify.com/v1/audio-analysis/3sccxNIM2CZFN8d8Ial5eR,4,NaN,NaN,NaN,260006
4858,5lAWcfFPY8eCVcIwnTCLVx,Endless Failures,5XH1l6ObtoOBT3fZiRhNsF,Rooydad,[],19,26,0.364,0.0939,7,-22.3,0,0.0319,0.964,0.947,0.0894,0.123,107.99,audio_features,5lAWcfFPY8eCVcIwnTCLVx,spotify:track:5lAWcfFPY8eCVcIwnTCLVx,https://api.spotify.com/v1/tracks/5lAWcfFPY8eCVcIwnTCLVx,https://api.spotify.com/v1/audio-analysis/5lAWcfFPY8eCVcIwnTCLVx,4,NaN,NaN,NaN,264468
4859,3Bj2mrlp3tALHO5U3mK8zM,Blade Runner 2049,3dUgtFhfvGyoAuvKaujtdV,Synthwave Goose,[],56,39,0.573,0.458,0,-16.739,0,0.0369,0.896,0.902,0.125,0.0364,116.029,audio_features,3Bj2mrlp3tALHO5U3mK8zM,spotify:track:3Bj2mrlp3tALHO5U3mK8zM,https://api.spotify.com/v1/tracks/3Bj2mrlp3tALHO5U3mK8zM,https://api.spotify.com/v1/audio-analysis/3Bj2mrlp3tALHO5U3mK8zM,4,NaN,NaN,NaN,228020
4860,63pZfIwPgq144dFmCEznHd,Thank You,75hUPjA5uZlIvYDcaBdCKi,Frank Sartain,[],22,26,0.352,0.069,5,-19.46,1,0.0392,0.946,0.918,0.0797,0.0767,126.28,audio_features,63pZfIwPgq144dFmCEznHd,spotify:track:63pZfIwPgq144dFmCEznHd,https://api.spotify.com/v1/tracks/63pZfIwPgq144dFmCEznHd,https://api.spotify.com/v1/audio-analysis/63pZfIwPgq144dFmCEznHd,4,NaN,NaN,NaN,228624
4861,0MtfJAwV2jXhIlapnljbx4,Mesa,0YC192cP3KPCRWx8zr8MfZ,Hans Zimmer,"['german soundtrack', 'orchestral soundtrack', 'soundtrack']",42,74,0.129,0.176,0,-17.802,1,0.0388,0.168,0.876,0.124,0.0323,83.881,audio_features,0MtfJAwV2jXhIlapnljbx4,spotify:track:0MtfJAwV2jXhIlapnljbx4,https://api.spotify.com/v1/tracks/0MtfJAwV2jXhIlapnljbx4,https://api.spotify.com/v1/audio-analysis/0MtfJAwV2jXhIlapnljbx4,3,NaN,NaN,NaN,190082
4862,5cdx6h6N1E4PwKkOwb8Gzl,Blade Runner,0YC192cP3KPCRWx8zr8MfZ,Hans Zimmer,"['german soundtrack', 'orchestral soundtrack', 'soundtrack']",45,74,0.211,0.266,0,-15.742,1,0.0378,0.216,0.86,0.117,0.0323,108.903,audio_features,5cdx6h6N1E4PwKkOwb8Gzl,spotify:track:5cdx6h6N1E4PwKkOwb8Gzl,https://api.spotify.com/v1/tracks/5cdx6h6N1E4PwKkOwb8Gzl,https://api.spotify.com/v1/audio-analysis/5cdx6h6N1E4PwKkOwb8Gzl,5,NaN,NaN,NaN,605934
4863,0dJDJQuaPaHrTCnU975oVb,Roaming The Wild,1Ma9rQWsxr93ayZ9RJB7TS,Martin Egger,[],26,27,0.149,0.237,0,-12.577,1,0.0382,0.745,0.901,0.084,0.0396,136.915,audio_features,0dJDJQuaPaHrTCnU975oVb,spotify:track:0dJDJQuaPaHrTCnU975oVb,https://api.spotify.com/v1/tracks/0dJDJQuaPaHrTCnU975oVb,https://api.spotify.com/v1/audio-analysis/0dJDJQuaPaHrTCnU975oVb,5,NaN,NaN,NaN,175331
4864,5Hds0DEobaBFPZLWJUV9Qz,Seasonal Depression,6tZIB0k2xzSx5o7P1m7tvq,3NIGMA,[],36,33,0.446,0.221,0,-15.143,1,0.11,0.821,0.0144,0.432,0.313,220.113,audio_features,5Hds0DEobaBFPZLWJUV9Qz,spotify:track:5Hds0DEobaBFPZLWJUV9Qz,https://api.spotify.com/v1/tracks/5Hds0DEobaBFPZLWJUV9Qz,https://api.spotify.com/v1/audio-analysis/5Hds0DEobaBFPZLWJUV9Qz,4,NaN,NaN,NaN,161412
4865,4ydGUYycGcxIPRAgJIi4y5,Promenade [Femme à l'ombrelle],1W9M2kXXXrRLg4yWOmvNI6,Salvatore Lo Presti,[],26,26,0.191,0.108,6,-17.727,1,0.04,0.978,0.969,0.107,0.151,167.591,audio_features,4ydGUYycGcxIPRAgJIi4y5,spotify:track:4ydGUYycGcxIPRAgJIi4y5,https://api.spotify.com/v1/tracks/4ydGUYycGcxIPRAgJIi4y5,https://api.spotify.com/v1/audio-analysis/4ydGUYycGcxIPRAgJIi4y5,3,NaN,NaN,NaN,185700
4866,1s0OECe4qFBnSDJ2pNBksi,I Don't Belong Here,3eRW6mdAfCCmXiNhCcwkge,Keyvan Safarzadeh,[],29,21,0.42,0.0859,7,-21.569,1,0.0347,0.988,0.932,0.116,0.0599,80.033,audio_features,1s0OECe4qFBnSDJ2pNBksi,spotify:track:1s0OECe4qFBnSDJ2pNBksi,https://api.spotify.com/v1/tracks/1s0OECe4qFBnSDJ2pNBksi,https://api.spotify.com/v1/audio-analysis/1s0OECe4qFBnSDJ2pNBksi,3,NaN,NaN,NaN,189000
4867,32xFXXyyGS6RL1EslkIp9m,Assured,3eRW6mdAfCCmXiNhCcwkge,Keyvan Safarzadeh,[],32,21,0.416,0.00605,0,-26.785,0,0.0407,0.993,0.897,0.106,0.186,71.423,audio_features,32xFXXyyGS6RL1EslkIp9m,spotify:track:32xFXXyyGS6RL1EslkIp9m,https://api.spotify.com/v1/tracks/32xFXXyyGS6RL1EslkIp9m,https://api.spotify.com/v1/audio-analysis/32xFXXyyGS6RL1EslkIp9m,4,NaN,NaN,NaN,122500
4868,2RUfEoR8ucTq6GrGAnEBXl,Temporary Chemicals (Feelings),6Nt9wxGE5D6GCn2WTXik13,Mohsen Sokard,[],10,30,0.161,0.0183,1,-25.934,1,0.0407,0.991,0.952,0.109,0.0384,65.914,audio_features,2RUfEoR8ucTq6GrGAnEBXl,spotify:track:2RUfEoR8ucTq6GrGAnEBXl,https://api.spotify.com/v1/tracks/2RUfEoR8ucTq6GrGAnEBXl,https://api.spotify.com/v1/audio-analysis/2RUfEoR8ucTq6GrGAnEBXl,3,NaN,NaN,NaN,163212
4869,6SWyzWKwklWLrIAmh7jhvP,Heaven,4eeGBbTgaV9I70bSTtd34P,Michael Sciabbarrasi,[],12,14,0.18,0.131,2,-17.657,0,0.0436,0.958,0.661,0.0835,0.0372,61.194,audio_features,6SWyzWKwklWLrIAmh7jhvP,spotify:track:6SWyzWKwklWLrIAmh7jhvP,https://api.spotify.com/v1/tracks/6SWyzWKwklWLrIAmh7jhvP,https://api.spotify.com/v1/audio-analysis/6SWyzWKwklWLrIAmh7jhvP,4,NaN,NaN,NaN,92760
4870,5IEVqwXti4vgpsXdaymjbT,Mensaje en una Botella,22MTuTFcE9K9nc78ua906x,Lisandro Rodríguez,[],9,23,0.0911,0.0436,8,-22.375,1,0.0364,0.895,0.758,0.158,0.0575,85.496,audio_features,5IEVqwXti4vgpsXdaymjbT,spotify:track:5IEVqwXti4vgpsXdaymjbT,https://api.spotify.com/v1/tracks/5IEVqwXti4vgpsXdaymjbT,https://api.spotify.com/v1/audio-analysis/5IEVqwXti4vgpsXdaymjbT,4,NaN,NaN,NaN,109230
4871,4gjNMlhoUoUunveFGmGSda,Zelda's Lullaby,3erL8NEQbmmOXhO6yyVWxO,Celestial Aeon Project,"['commons', 'video game music']",44,52,0.56,0.0763,7,-21.189,1,0.0362,0.921,0.829,0.0818,0.255,79.994,audio_features,4gjNMlhoUoUunveFGmGSda,spotify:track:4gjNMlhoUoUunveFGmGSda,https://api.spotify.com/v1/tracks/4gjNMlhoUoUunveFGmGSda,https://api.spotify.com/v1/audio-analysis/4gjNMlhoUoUunveFGmGSda,3,NaN,NaN,NaN,123950
4872,5DTPWPLRv4OPjX5N5SiGfb,Edge of Infinity,5hjHcy9hKA3TJ44LUi51jp,Phantasia Music,[],25,27,0.307,0.255,5,-20.839,0,0.0405,0.324,0.947,0.0819,0.0341,119.785,audio_features,5DTPWPLRv4OPjX5N5SiGfb,spotify:track:5DTPWPLRv4OPjX5N5SiGfb,https://api.spotify.com/v1/tracks/5DTPWPLRv4OPjX5N5SiGfb,https://api.spotify.com/v1/audio-analysis/5DTPWPLRv4OPjX5N5SiGfb,4,NaN,NaN,NaN,225750
4873,3Uu4GbyVorDfepwGAYtHdr,Fatherland,5hjHcy9hKA3TJ44LUi51jp,Phantasia Music,[],27,27,0.436,0.38,4,-16.325,0,0.0311,0.533,0.891,0.118,0.0759,104.999,audio_features,3Uu4GbyVorDfepwGAYtHdr,spotify:track:3Uu4GbyVorDfepwGAYtHdr,https://api.spotify.com/v1/tracks/3Uu4GbyVorDfepwGAYtHdr,https://api.spotify.com/v1/audio-analysis/3Uu4GbyVorDfepwGAYtHdr,4,NaN,NaN,NaN,226000
4874,79npfYK6N5RnBc1jiaoHCr,Oblivion,63MQldklfxkjYDoUE4Tppz,M83,"['french shoegaze', 'french synthpop', 'indietronica', 'metropopolis', 'neo-synthpop']",58,68,0.399,0.612,4,-7.814,0,0.0358,0.00317,0.33,0.127,0.0567,128.167,audio_features,79npfYK6N5RnBc1jiaoHCr,spotify:track:79npfYK6N5RnBc1jiaoHCr,https://api.spotify.com/v1/tracks/79npfYK6N5RnBc1jiaoHCr,https://api.spotify.com/v1/audio-analysis/79npfYK6N5RnBc1jiaoHCr,4,NaN,NaN,NaN,356674
4875,1ztl4JF98F6Q3qBDYcbsuf,I'm Sending You Away,63MQldklfxkjYDoUE4Tppz,M83,"['french shoegaze', 'french synthpop', 'indietronica', 'metropopolis', 'neo-synthpop']",46,68,0.262,0.127,4,-15.804,0,0.0412,0.794,0.879,0.128,0.0327,128.08,audio_features,1ztl4JF98F6Q3qBDYcbsuf,spotify:track:1ztl4JF98F6Q3qBDYcbsuf,https://api.spotify.com/v1/tracks/1ztl4JF98F6Q3qBDYcbsuf,https://api.spotify.com/v1/audio-analysis/1ztl4JF98F6Q3qBDYcbsuf,4,NaN,NaN,NaN,338095
4876,2P03SoZMJA2W2koINDW5iy,Les Edhil,4ZpqbQv86s6TpaszGnRJeM,Unapologetically Melodic,[],29,22,0.0923,0.185,4,-16.796,0,0.0385,0.975,0.961,0.0941,0.0351,164.454,audio_features,2P03SoZMJA2W2koINDW5iy,spotify:track:2P03SoZMJA2W2koINDW5iy,https://api.spotify.com/v1/tracks/2P03SoZMJA2W2koINDW5iy,https://api.spotify.com/v1/audio-analysis/2P03SoZMJA2W2koINDW5iy,4,NaN,NaN,NaN,152464
4877,557t6Q1BIxjuTSHj7AeGsX,Valkyrie,4ZpqbQv86s6TpaszGnRJeM,Unapologetically Melodic,[],20,22,0.181,0.397,1,-17.057,1,0.0521,0.258,0.909,0.165,0.0463,114.172,audio_features,557t6Q1BIxjuTSHj7AeGsX,spotify:track:557t6Q1BIxjuTSHj7AeGsX,https://api.spotify.com/v1/tracks/557t6Q1BIxjuTSHj7AeGsX,https://api.spotify.com/v1/audio-analysis/557t6Q1BIxjuTSHj7AeGsX,3,NaN,NaN,NaN,198409
4878,5dEMNOOWfggl78YWOy5OKA,The Veiled Isle,5mi5k87H4HTmz5pHoOaEde,Philleann,[],12,26,0.518,0.205,2,-15.714,0,0.0317,0.866,0.109,0.142,0.137,119.985,audio_features,5dEMNOOWfggl78YWOy5OKA,spotify:track:5dEMNOOWfggl78YWOy5OKA,https://api.spotify.com/v1/tracks/5dEMNOOWfggl78YWOy5OKA,https://api.spotify.com/v1/audio-analysis/5dEMNOOWfggl78YWOy5OKA,3,NaN,NaN,NaN,266935
4879,4ny1BZKT2MGxdIKfSscnAg,The Whydah Gally Pirate Orchestra,5mi5k87H4HTmz5pHoOaEde,Philleann,[],14,26,0.283,0.246,4,-15.02,0,0.0545,0.266,0.000445,0.233,0.457,66.555,audio_features,4ny1BZKT2MGxdIKfSscnAg,spotify:track:4ny1BZKT2MGxdIKfSscnAg,https://api.spotify.com/v1/tracks/4ny1BZKT2MGxdIKfSscnAg,https://api.spotify.com/v1/audio-analysis/4ny1BZKT2MGxdIKfSscnAg,4,NaN,NaN,NaN,235583
4880,2LbRkndlgC2Av8B4agNcij,Laketown Tavern (Epic Version),1Ma9rQWsxr93ayZ9RJB7TS,Martin Egger,[],22,27,0.199,0.638,9,-9.585,0,0.0684,0.32,0.581,0.92,0.243,179.957,audio_features,2LbRkndlgC2Av8B4agNcij,spotify:track:2LbRkndlgC2Av8B4agNcij,https://api.spotify.com/v1/tracks/2LbRkndlgC2Av8B4agNcij,https://api.spotify.com/v1/audio-analysis/2LbRkndlgC2Av8B4agNcij,3,NaN,NaN,NaN,218000
4881,5R6LkhFOsvf3rNVsnDM8cp,The Dragonrealm,1Ma9rQWsxr93ayZ9RJB7TS,Martin Egger,[],25,27,0.239,0.718,9,-8.769,0,0.0503,0.199,0.713,0.11,0.304,179.969,audio_features,5R6LkhFOsvf3rNVsnDM8cp,spotify:track:5R6LkhFOsvf3rNVsnDM8cp,https://api.spotify.com/v1/tracks/5R6LkhFOsvf3rNVsnDM8cp,https://api.spotify.com/v1/audio-analysis/5R6LkhFOsvf3rNVsnDM8cp,3,NaN,NaN,NaN,168000
4882,1oZlHC5duZGvlZuubiFSfW,"You're Not Alone, I'm Here",4tOUUWopoQia6q7vcNEkOk,Riccardo Callisto,[],29,16,0.394,0.14,6,-17.536,1,0.226,0.976,0.887,0.122,0.314,144.259,audio_features,1oZlHC5duZGvlZuubiFSfW,spotify:track:1oZlHC5duZGvlZuubiFSfW,https://api.spotify.com/v1/tracks/1oZlHC5duZGvlZuubiFSfW,https://api.spotify.com/v1/audio-analysis/1oZlHC5duZGvlZuubiFSfW,5,NaN,NaN,NaN,71192
4883,5YVECqIet78IAstnYPDOT6,Escape,4tOUUWopoQia6q7vcNEkOk,Riccardo Callisto,[],23,16,0.193,0.333,11,-13.297,0,0.038,0.97,0.899,0.108,0.458,135.269,audio_features,5YVECqIet78IAstnYPDOT6,spotify:track:5YVECqIet78IAstnYPDOT6,https://api.spotify.com/v1/tracks/5YVECqIet78IAstnYPDOT6,https://api.spotify.com/v1/audio-analysis/5YVECqIet78IAstnYPDOT6,4,NaN,NaN,NaN,80236
4884,77w28l5xBthkE6Sd9Qiyp5,To her,4tOUUWopoQia6q7vcNEkOk,Riccardo Callisto,[],11,16,0.629,0.397,7,-13.928,1,0.0896,0.992,0.957,0.124,0.358,117.2,audio_features,77w28l5xBthkE6Sd9Qiyp5,spotify:track:77w28l5xBthkE6Sd9Qiyp5,https://api.spotify.com/v1/tracks/77w28l5xBthkE6Sd9Qiyp5,https://api.spotify.com/v1/audio-analysis/77w28l5xBthkE6Sd9Qiyp5,4,NaN,NaN,NaN,54674
4885,0RbEN6KEHYjIcsLOuoA7Py,Viaje a Alfa Centauri,0itVEmpl6mNwrUu0nVWMtw,Nicolas Sur,[],12,5,0.24,0.332,9,-13.642,0,0.038,0.943,0.917,0.103,0.0976,138.049,audio_features,0RbEN6KEHYjIcsLOuoA7Py,spotify:track:0RbEN6KEHYjIcsLOuoA7Py,https://api.spotify.com/v1/tracks/0RbEN6KEHYjIcsLOuoA7Py,https://api.spotify.com/v1/audio-analysis/0RbEN6KEHYjIcsLOuoA7Py,4,NaN,NaN,NaN,186139
4886,5kkjn1P1Kwjcr4q4eHtsnQ,Open Your Heart To The Light,6qVGXh4jAcWmYKF2ppO46R,Chalmeris,[],24,29,0.246,0.0977,9,-15.016,1,0.035,0.987,0.98,0.0863,0.307,66.322,audio_features,5kkjn1P1Kwjcr4q4eHtsnQ,spotify:track:5kkjn1P1Kwjcr4q4eHtsnQ,https://api.spotify.com/v1/tracks/5kkjn1P1Kwjcr4q4eHtsnQ,https://api.spotify.com/v1/audio-analysis/5kkjn1P1Kwjcr4q4eHtsnQ,3,NaN,NaN,NaN,120121
4887,0VENdI1lQ2UN0cRQ6cMgXM,May The Light Embrace You,6qVGXh4jAcWmYKF2ppO46R,Chalmeris,[],34,29,0.423,0.0627,6,-17.345,0,0.0433,0.974,0.953,0.14,0.331,73.986,audio_features,0VENdI1lQ2UN0cRQ6cMgXM,spotify:track:0VENdI1lQ2UN0cRQ6cMgXM,https://api.spotify.com/v1/tracks/0VENdI1lQ2UN0cRQ6cMgXM,https://api.spotify.com/v1/audio-analysis/0VENdI1lQ2UN0cRQ6cMgXM,3,NaN,NaN,NaN,100027
4888,2fuiA0FQANMrcr2jXMc0nP,Wildest Dreams,5dhbc8LcvYmiI2CQhByaBR,Duomo,[],65,53,0.45,0.275,8,-11.48,1,0.0374,0.51,0.0711,0.0847,0.311,140.094,audio_features,2fuiA0FQANMrcr2jXMc0nP,spotify:track:2fuiA0FQANMrcr2jXMc0nP,https://api.spotify.com/v1/tracks/2fuiA0FQANMrcr2jXMc0nP,https://api.spotify.com/v1/audio-analysis/2fuiA0FQANMrcr2jXMc0nP,4,NaN,NaN,NaN,203293
4889,7wU8vp5M0XirueGDOEVW1Y,Beyond Distant Lands,1Ma9rQWsxr93ayZ9RJB7TS,Martin Egger,[],23,27,0.297,0.49,9,-8.608,0,0.0397,0.0741,0.773,0.0937,0.171,125.32,audio_features,7wU8vp5M0XirueGDOEVW1Y,spotify:track:7wU8vp5M0XirueGDOEVW1Y,https://api.spotify.com/v1/tracks/7wU8vp5M0XirueGDOEVW1Y,https://api.spotify.com/v1/audio-analysis/7wU8vp5M0XirueGDOEVW1Y,4,NaN,NaN,NaN,189888
4890,4iVGzPtP7L32qNeU8mlcNT,Harbinger,44VIiKcvL7jtY8hcWIraKc,Zac Tiessen,['progressive jazz fusion'],18,19,0.344,0.247,7,-17.197,0,0.037,0.77,0.918,0.116,0.0609,130.435,audio_features,4iVGzPtP7L32qNeU8mlcNT,spotify:track:4iVGzPtP7L32qNeU8mlcNT,https://api.spotify.com/v1/tracks/4iVGzPtP7L32qNeU8mlcNT,https://api.spotify.com/v1/audio-analysis/4iVGzPtP7L32qNeU8mlcNT,4,NaN,NaN,NaN,149072
